Fecha;Hora;Temperatura
45238,87;;4.623
45238,91;6666667;4.415
45238,95;3333333;3.893
45268;;3.788
45268,04;6666667;3.788
45268,08;3333333;3.683
45268,12;;3.578
45268,16;6666667;3.472
45268,2;3333333;3.049
45268,25;;2.943
45268,29;6666667;3.155
45268,33;3333333;4.831
45268,37;;5.962
45268,41;6666667;7.481
45268,45;3333333;8.082
45268,5;;9.077
45268,54;6666667;13.076
45268,58;3333333;11.236
45268,62;;10.553
45268,66;6666667;12.497
45268,7;3333333;10.944
45268,75;;8.182
45268,79;6666667;5.552
45268,83;3333333;4.934
45268,87;;4.727
45268,91;6666667;4.415
45268,95;3333333;4.311
08/13/23;12:00:00;4.102
08/13/23;1:00:00;4.207
08/13/23;2:00:00;4.415
08/13/23;3:00:00;3.998
08/13/23;4:00:00;3.893
08/13/23;5:00:00;3.788
08/13/23;6:00:00;3.788
08/13/23;7:00:00;4.102
08/13/23;8:00:00;5.141
08/13/23;9:00:00;6.573
08/13/23;10:00:00;7.882
08/13/23;11:00:00;9.373
08/13/23;12:00:00;9.571
08/13/23;1:00:00;10.553
08/13/23;2:00:00;9.965
08/13/23;3:00:00;10.161
08/13/23;4:00:00;9.275
08/13/23;5:00:00;7.28
08/13/23;6:00:00;6.37
08/13/23;7:00:00;5.141
08/13/23;8:00:00;4.623
08/13/23;9:00:00;4.207
08/13/23;10:00:00;4.311
08/13/23;11:00:00;4.311
08/14/23;12:00:00;4.207
08/14/23;1:00:00;3.683
08/14/23;2:00:00;3.578
08/14/23;3:00:00;3.683
08/14/23;4:00:00;3.472
08/14/23;5:00:00;3.683
08/14/23;6:00:00;3.578
08/14/23;7:00:00;3.683
08/14/23;8:00:00;5.037
08/14/23;9:00:00;6.37
08/14/23;10:00:00;8.481
08/14/23;11:00:00;9.866
08/14/23;12:00:00;10.455
08/14/23;1:00:00;10.357
08/14/23;2:00:00;13.269
08/14/23;3:00:00;12.207
08/14/23;4:00:00;10.651
08/14/23;5:00:00;9.472
08/14/23;6:00:00;6.674
08/14/23;7:00:00;4.934
08/14/23;8:00:00;4.415
08/14/23;9:00:00;4.415
08/14/23;10:00:00;4.727
08/14/23;11:00:00;4.727
08/15/23;12:00:00;4.519
08/15/23;1:00:00;4.311
08/15/23;2:00:00;4.415
08/15/23;3:00:00;4.415
08/15/23;4:00:00;4.207
08/15/23;5:00:00;4.311
08/15/23;6:00:00;4.207
08/15/23;7:00:00;4.623
08/15/23;8:00:00;5.86
08/15/23;9:00:00;7.179
08/15/23;10:00:00;8.481
08/15/23;11:00:00;10.455
08/15/23;12:00:00;10.063
08/15/23;1:00:00;10.748
08/15/23;2:00:00;13.076
08/15/23;3:00:00;9.077
08/15/23;4:00:00;10.161
08/15/23;5:00:00;8.978
08/15/23;6:00:00;6.877
08/15/23;7:00:00;5.037
08/15/23;8:00:00;4.727
08/15/23;9:00:00;4.623
08/15/23;10:00:00;4.727
08/15/23;11:00:00;4.519
08/16/23;12:00:00;4.623
08/16/23;1:00:00;4.623
08/16/23;2:00:00;4.519
08/16/23;3:00:00;4.415
08/16/23;4:00:00;4.311
08/16/23;5:00:00;4.102
08/16/23;6:00:00;3.893
08/16/23;7:00:00;4.207
08/16/23;8:00:00;6.064
08/16/23;9:00:00;9.077
08/16/23;10:00:00;9.965
08/16/23;11:00:00;11.528
08/16/23;12:00:00;13.846
08/16/23;1:00:00;18.426
08/16/23;2:00:00;22.429
08/16/23;3:00:00;16.903
08/16/23;4:00:00;11.528
08/16/23;5:00:00;9.176
08/16/23;6:00:00;8.282
08/16/23;7:00:00;5.962
08/16/23;8:00:00;5.244
08/16/23;9:00:00;4.415
08/16/23;10:00:00;4.727
08/16/23;11:00:00;4.207
08/17/23;12:00:00;4.102
08/17/23;1:00:00;4.311
08/17/23;2:00:00;4.623
08/17/23;3:00:00;4.623
08/17/23;4:00:00;4.727
08/17/23;5:00:00;4.727
08/17/23;6:00:00;4.623
08/17/23;7:00:00;5.037
08/17/23;8:00:00;6.775
08/17/23;9:00:00;7.782
08/17/23;10:00:00;8.978
08/17/23;11:00:00;12.98
08/17/23;12:00:00;13.173
08/17/23;1:00:00;16.237
08/17/23;2:00:00;18.711
08/17/23;3:00:00;18.711
08/17/23;4:00:00;8.581
08/17/23;5:00:00;7.983
08/17/23;6:00:00;6.268
08/17/23;7:00:00;5.037
08/17/23;8:00:00;4.207
08/17/23;9:00:00;4.207
08/17/23;10:00:00;3.893
08/17/23;11:00:00;4.207
08/18/23;12:00:00;3.998
08/18/23;1:00:00;3.998
08/18/23;2:00:00;3.049
08/18/23;3:00:00;2.943
08/18/23;4:00:00;2.73
08/18/23;5:00:00;2.837
08/18/23;6:00:00;1.98
08/18/23;7:00:00;2.088
08/18/23;8:00:00;2.41
08/18/23;9:00:00;4.623
08/18/23;10:00:00;8.978
08/18/23;11:00:00;13.942
08/18/23;12:00:00;18.521
08/18/23;1:00:00;21.091
08/18/23;2:00:00;19.092
08/18/23;3:00:00;19.662
08/18/23;4:00:00;23.966
08/18/23;5:00:00;18.711
08/18/23;6:00:00;12.69
08/18/23;7:00:00;6.268
08/18/23;8:00:00;5.552
08/18/23;9:00:00;5.141
08/18/23;10:00:00;1.33
08/18/23;11:00:00;1.003
08/19/23;12:00:00;3.893
08/19/23;1:00:00;1.221
08/19/23;2:00:00;-0.437
08/19/23;3:00:00;-1.114
08/19/23;4:00:00;-1.914
08/19/23;5:00:00;-1.341
08/19/23;6:00:00;-1.114
08/19/23;7:00:00;-0.437
08/19/23;8:00:00;1.439
08/19/23;9:00:00;5.45
08/19/23;10:00:00;10.259
08/19/23;11:00:00;15.473
08/19/23;12:00:00;18.711
08/19/23;1:00:00;22.908
08/19/23;2:00:00;26.781
08/19/23;3:00:00;23.484
08/19/23;4:00:00;24.062
08/19/23;5:00:00;19.853
08/19/23;6:00:00;9.472
08/19/23;7:00:00;7.381
08/19/23;8:00:00;6.775
08/19/23;9:00:00;6.37
08/19/23;10:00:00;5.45
08/19/23;11:00:00;5.757
08/20/23;12:00:00;4.207
08/20/23;1:00:00;4.831
08/20/23;2:00:00;5.244
08/20/23;3:00:00;5.347
08/20/23;4:00:00;5.244
08/20/23;5:00:00;5.141
08/20/23;6:00:00;3.049
08/20/23;7:00:00;3.578
08/20/23;8:00:00;6.166
08/20/23;9:00:00;9.472
08/20/23;10:00:00;11.625
08/20/23;11:00:00;11.722
08/20/23;12:00:00;16.332
08/20/23;1:00:00;13.076
08/20/23;2:00:00;19.282
08/20/23;3:00:00;11.625
08/20/23;4:00:00;16.999
08/20/23;5:00:00;12.594
08/20/23;6:00:00;8.282
08/20/23;7:00:00;7.28
08/20/23;8:00:00;6.674
08/20/23;9:00:00;6.268
08/20/23;10:00:00;6.064
08/20/23;11:00:00;5.141
08/21/23;12:00:00;3.998
08/21/23;1:00:00;3.683
08/21/23;2:00:00;3.683
08/21/23;3:00:00;3.893
08/21/23;4:00:00;3.472
08/21/23;5:00:00;2.624
08/21/23;6:00:00;3.472
08/21/23;7:00:00;4.623
08/21/23;8:00:00;5.757
08/21/23;9:00:00;6.877
08/21/23;10:00:00;8.382
08/21/23;11:00:00;9.472
08/21/23;12:00:00;10.259
08/21/23;1:00:00;10.944
08/21/23;2:00:00;11.819
08/21/23;3:00:00;13.942
08/21/23;4:00:00;13.076
08/21/23;5:00:00;10.063
08/21/23;6:00:00;7.481
08/21/23;7:00:00;6.064
08/21/23;8:00:00;5.552
08/21/23;9:00:00;5.347
08/21/23;10:00:00;5.141
08/21/23;11:00:00;5.037
08/22/23;12:00:00;5.037
08/22/23;1:00:00;5.037
08/22/23;2:00:00;4.934
08/22/23;3:00:00;4.934
08/22/23;4:00:00;4.831
08/22/23;5:00:00;4.623
08/22/23;6:00:00;4.415
08/22/23;7:00:00;4.623
08/22/23;8:00:00;5.141
08/22/23;9:00:00;5.757
08/22/23;10:00:00;6.978
08/22/23;11:00:00;7.882
08/22/23;12:00:00;8.082
08/22/23;1:00:00;8.879
08/22/23;2:00:00;7.882
08/22/23;3:00:00;7.079
08/22/23;4:00:00;8.68
08/22/23;5:00:00;6.064
08/22/23;6:00:00;4.623
08/22/23;7:00:00;3.998
08/22/23;8:00:00;3.683
08/22/23;9:00:00;3.683
08/22/23;10:00:00;3.578
08/22/23;11:00:00;2.837
08/23/23;12:00:00;3.049
08/23/23;1:00:00;3.155
08/23/23;2:00:00;2.943
08/23/23;3:00:00;2.624
08/23/23;4:00:00;2.41
08/23/23;5:00:00;2.195
08/23/23;6:00:00;2.303
08/23/23;7:00:00;2.624
08/23/23;8:00:00;3.683
08/23/23;9:00:00;5.347
08/23/23;10:00:00;7.381
08/23/23;11:00:00;8.779
08/23/23;12:00:00;7.782
08/23/23;1:00:00;9.176
08/23/23;2:00:00;13.942
08/23/23;3:00:00;17.475
08/23/23;4:00:00;14.804
08/23/23;5:00:00;10.357
08/23/23;6:00:00;4.519
08/23/23;7:00:00;1.98
08/23/23;8:00:00;1.33
08/23/23;9:00:00;1.656
08/23/23;10:00:00;-0.437
08/23/23;11:00:00;-1.001
08/24/23;12:00:00;-0.662
08/24/23;1:00:00;0.563
08/24/23;2:00:00;0.893
08/24/23;3:00:00;1.221
08/24/23;4:00:00;1.656
08/24/23;5:00:00;1.98
08/24/23;6:00:00;1.872
08/24/23;7:00:00;2.624
08/24/23;8:00:00;3.578
08/24/23;9:00:00;3.683
08/24/23;10:00:00;6.268
08/24/23;11:00:00;9.866
08/24/23;12:00:00;13.269
08/24/23;1:00:00;12.594
08/24/23;2:00:00;8.182
08/24/23;3:00:00;7.782
08/24/23;4:00:00;6.37
08/24/23;5:00:00;8.879
08/24/23;6:00:00;5.037
08/24/23;7:00:00;1.764
08/24/23;8:00:00;0.343
08/24/23;9:00:00;0.121
08/24/23;10:00:00;1.439
08/24/23;11:00:00;2.303
08/25/23;12:00:00;2.303
08/25/23;1:00:00;1.33
08/25/23;2:00:00;1.764
08/25/23;3:00:00;1.656
08/25/23;4:00:00;1.98
08/25/23;5:00:00;2.088
08/25/23;6:00:00;2.088
08/25/23;7:00:00;2.73
08/25/23;8:00:00;3.788
08/25/23;9:00:00;4.311
08/25/23;10:00:00;7.28
08/25/23;11:00:00;7.381
08/25/23;12:00:00;10.259
08/25/23;1:00:00;8.382
08/25/23;2:00:00;9.077
08/25/23;3:00:00;5.655
08/25/23;4:00:00;4.623
08/25/23;5:00:00;5.757
08/25/23;6:00:00;4.207
08/25/23;7:00:00;1.656
08/25/23;8:00:00;2.088
08/25/23;9:00:00;2.41
08/25/23;10:00:00;0.563
08/25/23;11:00:00;1.003
08/26/23;12:00:00;0.453
08/26/23;1:00:00;-0.102
08/26/23;2:00:00;-1.001
08/26/23;3:00:00;-1.341
08/26/23;4:00:00;-0.774
08/26/23;5:00:00;-2.145
08/26/23;6:00:00;-2.145
08/26/23;7:00:00;-0.887
08/26/23;8:00:00;0.453
08/26/23;9:00:00;3.683
08/26/23;10:00:00;8.282
08/26/23;11:00:00;11.139
08/26/23;12:00:00;16.332
08/26/23;1:00:00;18.901
08/26/23;2:00:00;27.075
08/26/23;3:00:00;24.351

